Time [s],x-axis [g],y-axis [g],z-axis [g]
0.0424727,0.589371,-2.82478,7.06482
0.0427636,0.585556,-0.923157,8.34084
0.0430545,0.514984,0.179291,9.81903
0.0433455,0.387192,2.00653,9.68552
0.0436364,0.21553,-0.642777,8.31032
0.0439273,0.0171661,0.543594,6.58035
0.0442182,-0.190735,-1.20163,2.95258
0.0445091,-0.391007,-3.00598,3.94249
0.0448,-0.562668,-1.6098,1.24359
0.0450909,-0.686646,2.16484,-0.656128
0.0453818,-0.75531,0.535965,-0.371933
0.0456727,-0.770569,1.27029,-4.16184
0.0459636,-0.747681,-0.349045,-5.06973
0.0462545,-0.711441,-0.37384,-7.7076
0.0465455,-0.692368,-1.00517,-9.28879
0.0468364,-0.717163,0.62561,-8.00514
0.0471273,-0.795365,0.806809,-9.76372
0.0474182,-0.915528,0.66185,-7.85637
0.0477091,-1.05095,1.53732,-9.00269
0.048,-1.15204,-0.644684,-6.03676
0.0482909,-1.17683,0.28801,-5.19943
0.0485818,-1.0891,0.621796,-3.54385
0.0488727,-0.883103,-0.427246,-0.930786
0.0491636,-0.577927,0.236511,0.440598
0.0494545,-0.219345,1.25504,3.23868
0.0497455,0.133514,0.946045,5.51605
0.0500364,0.425339,-0.7267,4.43077
0.0503273,0.610352,0.112534,5.33676
0.0506182,0.677109,-1.36566,6.00815
0.0509091,0.635147,-1.97411,7.27844
0.0512,0.513077,0.295639,8.18253
0.0514909,0.349045,0.56839,8.5907
0.0517818,0.169754,0.835419,9.35364
0.0520727,-0.0076294,-0.364304,7.02858
0.0523636,-0.181198,-1.91689,5.87463
0.0526545,-0.347138,-1.0891,4.4384
0.0529455,-0.507355,-1.44959,2.6722
0.0532364,-0.648499,1.13297,1.35231
0.0535273,-0.759125,1.88446,-1.5564
0.0538182,-0.82016,-0.837326,-2.99645
0.0541091,-0.831604,-1.02615,-5.68199
0.0544,-0.804901,0.371933,-7.07626
0.0546909,-0.770569,0.0972748,-8.86917
0.0549818,-0.761032,-1.18065,-7.43294
0.0552727,-0.802994,2.94495,-8.11005
0.0555636,-0.900269,-0.953674,-9.0828
0.0558545,-1.03378,1.76239,-8.65364
0.0561455,-1.15585,-0.0877381,-8.59642
0.0564364,-1.21117,-0.293732,-4.88091
0.0567273,-1.16158,1.18446,-6.24848
0.0570182,-0.984192,-0.892639,-1.12915
0.0573091,-0.692368,1.63841,-1.4801
0.0576,-0.331879,-0.305176,2.01798
0.0578909,0.0400543,0.35286,5.22995
0.0581818,0.358582,0.610352,5.02586
0.0584727,0.581741,-0.896454,5.18036
0.0587636,0.69046,0.597,7.33185
0.0590545,0.686646,-0.957489,7.40814
0.0593455,0.591278,-2.38991,9.7065
0.0596364,0.440598,1.09482,7.69043
0.0599273,0.259399,0.154495,10.6583
0.0602182,0.0724793,-0.795365,6.24848
0.0605091,-0.104904,0.21553,4.09508
0.0608,-0.265122,-1.00327,5.51605
0.0610909,-0.406265,-1.55258,2.76947
0.0613818,-0.524521,-0.442505,2.82478
0.0616727,-0.617981,2.12288,-0.892639
0.0619636,-0.684738,-0.816345,-2.74468
0.0622545,-0.730515,-0.411987,-4.48608
0.0625455,-0.761032,0.928879,-9.09615
0.0628364,-0.793457,-0.314713,-6.97518
0.0631273,-0.839234,-0.408173,-8.16345
0.0634182,-0.905991,0.839234,-9.0847
0.0637091,-0.995636,0.228882,-9.72939
0.064,-1.08719,-0.00190735,-8.02422
0.0642909,-1.15013,1.42288,-7.04765
0.0645818,-1.15013,0.623703,-6.25038
0.0648727,-1.05858,0.854492,-4.09317
0.0651636,-0.869751,0.284195,-2.62451
0.0654545,-0.600815,-1.53732,-0.307083
0.0657455,-0.289917,1.14632,1.15967
0.0660364,0.0152588,0.982285,2.84004
0.0663273,0.267029,-0.69809,7.19452
0.0666182,0.440598,0.768662,4.22478
0.0669091,0.526428,-0.200272,5.23758
0.0672,0.541687,-1.5583,7.24793
0.0674909,0.501633,-1.31035,8.06427
0.0677818,0.427246,-0.200272,8.6937
0.0680727,0.322342,1.68037,8.1234
0.0683636,0.188828,-1.15395,10.2234
0.0686545,0.0228882,0.175476,5.66292
0.0689455,-0.173569,-1.46675,5.26428
0.0692364,-0.383377,-2.01798,3.50761
0.0695273,-0.585556,-0.0133514,2.34413
0.0698182,-0.753403,1.68419,-0.484467
0.0701091,-0.867844,0.205994,-1.94931
0.0704,-0.923157,0.320435,-4.58336
0.0706909,-0.932694,-1.21307,-6.0997
0.0709818,-0.911713,-0.37384,-7.06673
0.0712727,-0.88501,0.589371,-10.4485
0.0715636,-0.865936,0.450134,-7.0076
0.0718545,-0.864029,0.659943,-11.9038
0.0721455,-0.871659,0.150681,-8.68988
0.0724364,-0.886917,1.3752,-8.67844
0.0727273,-0.894547,-0.328064,-2.85339
0.0730182,-0.881195,1.50299,-6.23512
0.0733091,-0.831604,-1.6098,-2.97546
0.0736,-0.732422,0.181198,-1.80817
0.0738909,-0.574112,2.45667,-0.572205
0.0741818,-0.358582,-0.535965,3.81851
0.0744727,-0.0991822,0.37384,3.50189
0.0747636,0.171661,0.139236,6.13213
0.0750545,0.41008,-1.40762,7.08008
0.0753454,0.579834,-1.37711,7.38335
0.0756364,0.648499,0.69046,8.65555
0.0759273,0.60463,-1.17111,10.5705
0.0762182,0.461578,-0.043869,8.76427
0.0765091,0.25177,1.7395,7.44629
0.0768,0.0114441,0.431061,5.24712
0.0770909,-0.225067,-3.91197,4.94385
0.0773818,-0.427246,-0.236511,3.67546
0.0776727,-0.583649,-0.333786,1.68037
0.0779636,-0.680924,-1.18637,0.431061
0.0782545,-0.722885,2.62833,-3.36266
0.0785455,-0.715256,0.843048,-3.03078
0.0788364,-0.677109,-1.67275,-4.64249
0.0791273,-0.627518,0.043869,-7.8125
0.0794182,-0.602722,0.606537,-7.49397
0.0797091,-0.631333,0.133514,-7.14684
0.08,-0.730515,1.21498,-9.25064
0.0802909,-0.890732,0.343323,-10.5877
0.0805818,-1.07574,-0.896454,-9.7847
0.0808727,-1.23024,0.831604,-4.09317
0.0811636,-1.29128,2.11906,-6.79207
0.0814545,-1.21498,-2.2049,-3.15476
0.0817455,-0.986099,0.722885,-2.3365
0.0820364,-0.637055,1.86539,1.75667
0.0823273,-0.228882,-1.46866,4.99725
0.0826182,0.165939,2.46811,2.48528
0.0829091,0.473023,0.137329,5.22041
0.0832,0.650406,-2.29836,5.78117
0.0834909,0.692368,-0.583649,5.5294
0.0837818,0.623703,0.394821,6.67954
0.0840727,0.484467,-1.86157,9.49669
0.0843636,0.312805,-0.432968,10.2024
0.0846545,0.137329,3.31116,6.15692
0.0849455,-0.0247955,-2.06375,8.76427
0.0852364,-0.177383,-1.74904,5.48363
0.0855273,-0.326157,0.0228882,5.13458
0.0858182,-0.473023,-1.35613,2.87819
0.0861091,-0.608444,0.0305176,0.667572
0.0864,-0.724793,1.06049,-1.44768
0.0866909,-0.806809,0.0171661,-1.5831
0.0869818,-0.854492,0.535965,-6.39916
0.0872727,-0.867844,-0.619888,-7.41005
0.0875636,-0.867844,-0.724793,-7.88689
0.0878545,-0.877381,0.648499,-7.73239
0.0881454,-0.907898,1.1692,-10.0117
0.0884364,-0.959397,-1.02425,-9.72176
0.0887273,-1.01471,2.07901,-10.2539
0.0890182,-1.04713,0.999451,-6.4354
0.0893091,-1.02806,-1.07384,-4.92096
0.0896,-0.934601,0.797272,-5.06592
0.0898909,-0.764847,-0.0286102,-3.96919
0.0901818,-0.535965,0.0896454,0.522614
0.0904727,-0.274658,1.17302,2.95067
0.0907636,-0.0152588,0.707626,3.56484
0.0910545,0.211716,-0.562668,6.51169
0.0913455,0.385284,0.249863,5.1918
0.0916364,0.497818,-0.738144,7.19071
0.0919273,0.549317,-1.23596,6.30951
0.0922182,0.543594,-1.50108,9.65309
0.0925091,0.476837,0.112534,9.61685
0.0928,0.35286,0.94986,8.9016
0.0930909,0.177383,-0.244141,9.12094
0.0933818,-0.043869,0.25177,4.54521
0.0936727,-0.282288,-2.14768,4.92287
0.0939636,-0.507355,-0.843048,2.16103
0.0942545,-0.682831,-0.293732,1.70898
0.0945455,-0.785828,0.482559,-1.72424
0.0948364,-0.814438,1.3237,-2.63786
0.0951273,-0.785828,0.888825,-5.50079
0.0954182,-0.734329,-2.36702,-5.18036
0.0957091,-0.699997,0.560761,-8.84819
0.096,-0.713349,0.905991,-8.19588
0.0962909,-0.782013,-0.795365,-9.11141
0.0965818,-0.890732,0.965119,-9.63593
0.0968727,-1.00327,2.53677,-11.24
0.0971636,-1.07765,-2.09618,-6.77681
0.0974545,-1.08147,2.491,-4.95529
0.0977454,-0.997544,-1.08528,-4.81415
0.0980364,-0.829697,-1.63269,-0.434876
0.0983273,-0.602722,3.64685,-1.30653
0.0986182,-0.347138,-0.188828,4.01306
0.0989091,-0.0877381,0.659943,1.85394
0.0992,0.148773,-0.413895,4.19045
0.0994909,0.34523,-0.875473,6.68717
0.0997818,0.488281,-0.694275,3.92723
0.100073,0.56839,-1.04713,6.86264
0.100364,0.577927,0.900269,9.61685
0.100655,0.513077,-1.75095,10.5991
0.100945,0.37384,0.1297,8.36945
0.101236,0.173569,2.10571,6.35338
0.101527,-0.0686646,-1.9455,7.60842
0.101818,-0.318527,-1.54686,4.79126
0.102109,-0.551224,0.0209808,2.86675
0.1024,-0.732422,-1.70326,2.92969
0.102691,-0.844956,0.766754,-1.11771
0.102982,-0.886917,1.12915,-0.879288
0.103273,-0.867844,0.299454,-4.98581
0.103564,-0.808716,-0.572205,-7.55119
0.103855,-0.740051,-0.564575,-6.40679
0.104145,-0.699997,0.665665,-8.74138
0.104436,-0.713349,0.852585,-7.65419
0.104727,-0.787735,0.192642,-9.17626
0.105018,-0.91362,0.1297,-9.83048
0.105309,-1.05476,1.16539,-10.2043
0.1056,-1.15585,0.244141,-6.15692
0.105891,-1.16539,-0.560761,-6.13594
0.106182,-1.04713,1.11008,-3.80516
0.106473,-0.795365,-0.490189,-1.74332
0.106764,-0.440598,0.320435,3.685
0.107055,-0.0457764,1.24168,2.22397
0.107345,0.314713,0.154495,6.11115
0.107636,0.576019,0.679016,6.96564
0.107927,0.694275,-0.173569,6.76727
0.108218,0.669479,-1.89018,7.6294
0.108509,0.53215,-1.94359,5.48363
0.1088,0.328064,-0.478745,9.91249
0.109091,0.110626,1.44577,7.03049
0.109382,-0.0839234,-0.972748,9.76372
0.109673,-0.236511,1.17493,6.50406
0.109964,-0.343323,-0.577927,5.26238
0.110255,-0.415802,-3.31116,4.78935
0.110545,-0.465393,0.160217,0.391007
0.110836,-0.494003,0.812531,1.13297
0.111127,-0.516892,0.465393,-1.39809
0.111418,-0.537872,0.944138,-5.61524
0.111709,-0.570297,0.789643,-4.74548
0.112,-0.629425,-1.34087,-7.20406
0.112291,-0.724793,-0.143051,-9.36318
0.112582,-0.854492,-0.265122,-9.60922
0.112873,-1.00136,-0.467301,-9.53102
0.113164,-1.13106,1.96648,-9.78661
0.113455,-1.20544,1.18256,-8.12531
0.113745,-1.19972,-0.444412,-4.96864
0.114036,-1.09482,1.76048,-5.11551
0.114327,-0.900269,-0.465393,-1.32942
0.114618,-0.642777,-0.669479,-1.6079
0.114909,-0.362396,0.970841,-0.303268
0.1152,-0.0934601,0.461578,3.32451
0.115491,0.137329,0.738144,2.52724
0.115782,0.314713,0.0953674,5.30434
0.116073,0.432968,-0.301361,5.6057
0.116364,0.497818,-2.48528,7.15065
0.116655,0.513077,-0.551224,7.56073
0.116945,0.476837,0.175476,8.93021
0.117236,0.387192,-0.816345,11.0397
0.117527,0.240326,1.91307,8.29315
0.117818,0.043869,0.461578,6.18172
0.118109,-0.18692,-2.44522,4.96483
0.1184,-0.427246,-1.5583,4.32205
0.118691,-0.642777,-0.722885,2.8286
0.118982,-0.801087,0.244141,0.076294
0.119273,-0.886917,0.455856,-0.970841
0.119564,-0.894547,1.04523,-3.42178
0.119855,-0.839234,0.259399,-4.62341
0.120145,-0.757218,-0.427246,-6.81114
0.120436,-0.688553,-0.0667572,-8.97217
0.120727,-0.669479,-0.370026,-6.8512
0.121018,-0.722885,1.33133,-9.65882
0.121309,-0.841141,-0.888825,-10.2444
0.1216,-0.989914,1.64604,-11.0588
0.121891,-1.11961,0.768662,-7.40051
0.122182,-1.17111,-0.246048,-5.4493
0.122473,-1.10626,0.411987,-3.04031
0.122764,-0.909805,-0.419617,-2.40898
0.123055,-0.608444,0.53978,0.133514
0.123345,-0.253677,1.57166,3.25775
0.123636,0.0915527,0.204086,3.99208
0.123927,0.370026,0.616074,6.23322
0.124218,0.541687,-0.905991,5.29862
0.124509,0.597,-1.55449,7.68852
0.1248,0.562668,0.171661,6.13594
0.125091,0.465393,-2.41661,8.73375
0.125382,0.337601,-0.0667572,8.7471
0.125673,0.200272,1.31989,8.06999
0.125964,0.0572205,0.324249,10.3264
0.126255,-0.0972748,-0.595093,4.4117
0.126545,-0.267029,-1.15013,6.2809
0.126836,-0.44632,-1.35231,1.24741
0.127127,-0.616074,-0.915528,0.371933
0.127418,-0.743866,1.13106,-1.70326
0.127709,-0.808716,1.80817,-2.17819
0.128,-0.804901,-0.549317,-4.74167
0.128291,-0.751495,-0.114441,-8.65555
0.128582,-0.688553,-0.232697,-7.69043
0.128873,-0.659943,-2.02942,-6.54984
0.129164,-0.699997,2.31934,-9.29833
0.129455,-0.818253,1.24168,-10.4408
0.129745,-0.982285,-1.30844,-8.33893
0.130036,-1.1425,3.46565,-6.65474
0.130327,-1.23024,-0.869751,-6.10352
0.130618,-1.19209,-0.705719,-3.68881
0.130909,-1.00708,2.20871,-4.43459
0.1312,-0.694275,-1.91116,0.175476
0.131491,-0.307083,0.202179,2.19154
0.131782,0.0839234,1.66321,4.67682
0.132073,0.41008,-0.257492,5.51415
0.132364,0.623703,0.453949,3.08991
0.132655,0.709534,-0.465393,7.50351
0.132945,0.677109,-1.38664,8.51059
0.133236,0.555039,-1.49918,8.85964
0.133527,0.379562,-0.333786,8.72612
0.133818,0.175476,1.89781,5.94139
0.134109,-0.0362396,-0.976563,10.4561
0.1344,-0.242233,0.249863,2.94876
0.134691,-0.434876,-1.98555,6.33621
0.134982,-0.595093,-1.29509,2.90871
0.135273,-0.703812,-1.02043,3.7384
0.135564,-0.753403,1.14632,0.406265
0.135855,-0.741959,2.09236,-3.3474
0.136145,-0.688553,-0.497818,-3.64113
0.136436,-0.629425,-0.606537,-5.09071
0.136727,-0.612259,0.555039,-9.14192
0.137018,-0.667572,-0.875473,-9.07326
0.137309,-0.804901,-0.808716,-8.50296
0.1376,-0.997544,1.74141,-10.8242
0.137891,-1.19019,1.23215,-10.0155
0.138182,-1.31226,-0.658035,-9.24683
0.138473,-1.30844,1.47629,-5.51224
0.138764,-1.15395,0.293732,-4.06456
0.139055,-0.867844,-0.583649,-1.0891
0.139345,-0.50354,1.25885,-1.47438
0.139636,-0.135422,-0.295639,1.65749
0.139927,0.169754,0.835419,2.99454
0.140218,0.368118,1.4286,4.11224
0.140509,0.455856,-0.770569,5.62477
0.1408,0.453949,-1.12343,5.79262
0.141091,0.400543,-1.76621,6.10542
0.141382,0.333786,-0.896454,7.82585
0.141673,0.270844,0.162125,10.0117
0.141964,0.209808,-0.520706,10.8585
0.142255,0.131607,2.54059,7.65038
0.142545,0.0247955,-1.14059,6.84548
0.142836,-0.12207,-2.05231,5.57137
0.143127,-0.297546,-0.202179,3.32642
0.143418,-0.476837,-0.858307,0.869751
0.143709,-0.629425,0.146866,-0.25177
0.144,-0.730515,0.314713,-2.91824
0.144291,-0.772476,1.31989,-3.35503
0.144582,-0.764847,-0.583649,-7.63512
0.144873,-0.730515,-0.823975,-5.69916
0.145164,-0.701904,0.461578,-9.3441
0.145455,-0.709534,0.0267029,-6.49262
0.145745,-0.766754,1.2188,-8.65936
0.146036,-0.871659,0.654221,-9.0065
0.146327,-0.999451,0.839234,-10.1833
0.146618,-1.10817,-0.452042,-5.60188
0.146909,-1.15204,0.776291,-4.05502
0.1472,-1.09291,-0.0991822,-4.84848
0.147491,-0.911713,-1.10626,-1.21689
0.147782,-0.623703,2.37465,-0.0400543
0.148073,-0.265122,-0.0171661,3.55721
0.148364,0.106812,0.225067,3.77464
0.148655,0.431061,0.738144,6.21605
0.148945,0.656128,-1.04904,6.94847
0.149236,0.753403,-1.09291,7.67136
0.149527,0.724793,0.0476837,6.06918
0.149818,0.587463,-1.24359,8.37517
0.150109,0.38147,-0.574112,7.95174
0.1504,0.137329,1.13869,7.81632
0.150691,-0.110626,0.31662,7.03812
0.150982,-0.339508,-2.35939,6.82831
0.151273,-0.534058,-0.394821,4.13895
0.151564,-0.680924,-0.667572,2.5959
0.151855,-0.766754,-0.860214,0.862122
0.152145,-0.787735,1.64413,-1.86729
0.152436,-0.751495,0.62561,-2.51198
0.152727,-0.680924,-0.247955,-4.74358
0.153018,-0.610352,-0.1297,-7.54357
0.153309,-0.583649,-0.76294,-8.20351
0.1536,-0.631333,-0.349045,-8.12149
0.153891,-0.759125,1.34277,-8.60024
0.154182,-0.947952,1.11008,-10.3626
0.154473,-1.13869,-0.343323,-9.54819
0.154764,-1.2722,1.61552,-7.04193
0.155055,-1.29128,0.0724793,-5.49507
0.155345,-1.1692,-0.612259,-3.90816
0.155636,-0.91362,0.776291,-2.79045
0.155927,-0.56839,-0.383377,0.417709
0.156218,-0.192642,0.366211,2.9068
0.156509,0.144959,1.95885,3.38745
0.1568,0.396729,-0.402451,6.36292
0.157091,0.543594,0.123978,4.05884
0.157382,0.591278,-0.94986,7.48444
0.157673,0.562668,-0.961304,6.41251
0.157964,0.488281,-2.63023,9.1095
0.158255,0.387192,0.270844,9.6035
0.158545,0.268936,2.40326,6.72531
0.158836,0.133514,-1.36948,10.2596
0.159127,-0.0247955,0.398636,5.36156
0.159418,-0.202179,-1.10626,4.05693
0.159709,-0.389099,-2.45094,3.24249
0.16,-0.564575,0.289917,0.959397
0.160291,-0.703812,1.19782,-0.974655
0.160582,-0.79155,0.879288,-1.87492
0.160873,-0.82016,-0.0076294,-7.06864
0.161164,-0.806809,-1.05667,-5.8403
0.161455,-0.778198,-0.123978,-8.41522
0.161745,-0.764847,-0.171661,-7.53021
0.162036,-0.79155,1.7128,-7.36046
0.162327,-0.860214,-0.589371,-10.4446
0.162618,-0.953674,2.1534,-8.45337
0.162909,-1.03569,-0.0343323,-9.51767
0.1632,-1.07002,-1.08528,-3.44276
0.163491,-1.02425,2.19727,-4.88281
0.163782,-0.890732,-1.11389,-1.2722
0.164073,-0.675202,0.116348,-1.51253
0.164364,-0.406265,0.495911,0.43869
0.164655,-0.12207,1.38474,5.15175
0.164945,0.144959,1.2989,4.43459
0.165236,0.364304,-2.31934,6.13785
0.165527,0.518799,0.379562,4.90189
0.165818,0.60463,-0.886917,4.84085
0.166109,0.614166,-2.18201,10.6926
0.1664,0.549317,0.688553,7.09915
0.166691,0.415802,0.530243,9.65309
0.166982,0.221252,0.543594,8.6689
0.167273,-0.0171661,-0.116348,5.79834
0.167564,-0.272751,-2.70081,5.44739
0.167855,-0.51117,-0.453949,2.11906
0.168145,-0.707626,-1.28174,2.91824
0.168436,-0.831604,1.69945,-0.593186
0.168727,-0.883103,1.42288,-0.459671
0.169018,-0.864029,-1.41335,-4.94385
0.169309,-0.806809,-0.516892,-5.72014
0.1696,-0.741959,0.307083,-7.13349
0.169891,-0.701904,-1.13297,-9.30596
0.170182,-0.713349,2.40517,-7.06673
0.170473,-0.789643,1.02615,-11.0245
0.170764,-0.91362,-1.39999,-7.65991
0.171055,-1.05476,1.58119,-9.72748
0.171345,-1.16158,0.339508,-5.61714
0.171636,-1.18828,-0.53978,-6.38962
0.171927,-1.09673,0.843048,-3.31879
0.172218,-0.877381,0.608444,-1.70898
0.172509,-0.553131,-0.608444,0.516892
0.1728,-0.171661,0.993729,5.68962
0.173091,0.200272,2.31552,3.0098
0.173382,0.499725,-2.47002,6.63185
0.173673,0.679016,-0.0038147,5.25665
0.173964,0.7267,-0.0171661,7.97081
0.174255,0.654221,-1.73378,7.98035
0.174545,0.499725,-0.623703,7.68662
0.174836,0.303268,1.15585,8.09097
0.175127,0.102997,-0.18692,7.44438
0.175418,-0.0801087,-1.02425,8.60405
0.175709,-0.238419,-0.102997,4.48036
0.176,-0.37384,-1.59073,5.67627
0.176291,-0.492096,-0.780106,0.469208
0.176582,-0.585556,1.15585,0.94986
0.176873,-0.654221,-0.082016,-1.89972
0.177164,-0.686646,0.555039,-3.50761
0.177455,-0.69046,-0.314713,-6.06918
0.177745,-0.680924,-0.461578,-7.18689
0.178036,-0.680924,0.173569,-8.26264
0.178327,-0.717163,-0.238419,-7.03621
0.178618,-0.802994,1.71852,-8.92067
0.178909,-0.932694,-0.362396,-9.4719
0.1792,-1.07193,2.47002,-8.76045
0.179491,-1.17683,-1.13487,-6.25038
0.179782,-1.20163,0.44632,-4.4651
0.180073,-1.1158,0.310898,-4.57764
0.180364,-0.911713,-1.25885,-0.843048
0.180655,-0.616074,2.03133,-2.11334
0.180945,-0.274658,-0.265122,4.85039
0.181236,0.0572205,0.679016,2.51198
0.181527,0.331879,0.303268,6.53458
0.181818,0.518799,0.0476837,5.30624
0.182109,0.610352,-0.797272,5.41878
0.1824,0.616074,-1.28365,7.164
0.182691,0.551224,-0.499725,7.25556
0.182982,0.432968,-0.177383,10.3626
0.183273,0.274658,0.831604,7.00379
0.183564,0.0915527,-0.226975,8.44193
0.183855,-0.106812,-0.925064,4.69017
0.184145,-0.308991,-1.66512,5.49889
0.184436,-0.494003,-1.02997,4.22096
0.184727,-0.642777,-0.310898,0.652313
0.185018,-0.745773,1.69754,-1.0109
0.185309,-0.801087,0.926972,-2.36511
0.1856,-0.814438,-0.814438,-4.06075
0.185891,-0.810623,-0.314713,-7.43103
0.186182,-0.806809,0.0419617,-7.52068
0.186473,-0.823975,-1.20163,-8.88252
0.186764,-0.871659,1.1692,-8.98361
0.187055,-0.94223,1.6346,-10.5743
0.187345,-1.01852,-0.110626,-8.00514
0.187636,-1.07574,0.980377,-6.79779
0.187927,-1.0891,0.162125,-3.62778
0.188218,-1.03569,-0.545502,-6.32668
0.188509,-0.911713,0.196457,-2.48337
0.1888,-0.713349,1.32561,-1.09291
0.189091,-0.455856,1.02997,0.658035
0.189382,-0.167847,-0.347138,2.80762
0.189673,0.125885,0.537872,5.19562
0.189964,0.383377,-0.402451,6.41251
0.190255,0.576019,-1.94168,5.72586
0.190545,0.682831,0.118256,8.21305
0.190836,0.692368,-0.331879,8.72421
0.191127,0.612259,-1.04523,8.82721
0.191418,0.453949,1.77193,8.83675
0.191709,0.240326,0.0629425,6.89507
0.192,-0.00190735,-2.58637,7.00188
0.192291,-0.247955,0.434876,2.52152
0.192582,-0.471115,-1.54114,4.91333
0.192873,-0.650406,-1.56212,0.658035
0.193164,-0.766754,2.22778,-0.143051
0.193455,-0.812531,0.972748,-1.14822
0.193745,-0.793457,-0.905991,-5.27382
0.194036,-0.728607,-0.082016,-4.54712
0.194327,-0.656128,0.217438,-9.41086
0.194618,-0.617981,-1.44386,-6.773
0.194909,-0.644684,1.78719,-8.34084
0.1952,-0.749588,0.152588,-9.19724
0.195491,-0.917435,1.40381,-9.23157
0.195782,-1.10054,-0.0724793,-9.48143
0.196073,-1.23596,0.434876,-5.22995
0.196364,-1.26839,-0.160217,-6.15692
0.196655,-1.15967,-0.368118,-0.88501
0.196945,-0.91362,1.2455,-1.59264
0.197236,-0.560761,-0.190735,1.56403
0.197527,-0.165939,1.46103,3.7117
0.197818,0.204086,0.823975,4.0741
0.198109,0.490189,-2.22969,6.99997
0.1984,0.658035,1.04904,4.40407
0.198691,0.707626,-0.0247955,4.24385
0.198982,0.652313,-2.71225,9.13811
0.199273,0.526428,0.0286102,9.20296
0.199564,0.360489,1.56212,7.81632
0.199855,0.173569,-0.799179,8.21305
0.200145,-0.0190735,-0.875473,8.04901
0.200436,-0.207901,0.0114441,3.5286
0.200727,-0.387192,-2.01607,5.45693
0.201018,-0.545502,-1.13869,1.61171
0.201309,-0.669479,1.69945,1.41335
0.2016,-0.753403,0.1297,-0.988007
0.201891,-0.795365,0.00572205,-3.78037
0.202182,-0.808716,0.312805,-5.89752
0.202473,-0.816345,-0.432968,-7.13349
0.202764,-0.837326,-0.610352,-8.65746
0.203055,-0.886917,1.03378,-8.11386
0.203345,-0.968933,0.22316,-9.46045
0.203636,-1.06239,-0.276566,-9.15718
0.203927,-1.13869,2.58255,-9.67407
0.204218,-1.15967,-0.795365,-6.59371
0.204509,-1.09673,-0.37384,-5.50842
0.2048,-0.944138,2.12669,-2.94685
0.205091,-0.711441,-1.05286,-2.09045
0.205382,-0.429154,0.432968,-0.204086
0.205673,-0.137329,1.64986,2.80953
0.205964,0.127792,-0.522614,3.1395
0.206255,0.333786,-0.333786,6.00815
0.206545,0.473023,0.806809,4.97246
0.206836,0.541687,-2.07138,8.45337
0.207127,0.549317,-1.00899,6.94466
0.207418,0.507355,-0.810623,9.59969
0.207709,0.421524,0.480652,9.15718
0.208,0.293732,1.04141,9.02176
0.208291,0.127792,0.226975,8.1749
0.208582,-0.0724793,-1.14059,3.5305
0.208873,-0.295639,-2.55585,5.1136
0.209164,-0.516892,0.225067,1.08337
0.209455,-0.705719,0.0877381,1.89972
0.209745,-0.835419,0.244141,-1.95313
0.210036,-0.883103,0.852585,-3.2444
0.210327,-0.850678,-0.28038,-4.45747
0.210618,-0.759125,-0.339508,-8.12149
0.210909,-0.650406,0.47493,-7.7095
0.2112,-0.574112,-0.486374,-9.01604
0.211491,-0.574112,0.776291,-7.33757
0.211782,-0.667572,0.612259,-10.5248
0.212073,-0.839234,0.104904,-7.19834
0.212364,-1.04141,1.6079,-7.74574
0.212655,-1.20354,0.110626,-4.28581
0.212945,-1.25885,0.379562,-5.04303
0.213236,-1.16348,-0.0553131,-3.25584
0.213527,-0.91362,-1.00327,0.082016
0.213818,-0.547409,1.21689,1.73759
0.214109,-0.131607,0.610352,4.4384
0.2144,0.257492,-0.0953674,6.79207
0.214691,0.555039,0.69809,6.52504
0.214982,0.724793,-1.31226,6.01959
0.215273,0.768662,-0.255585,5.04494
0.215564,0.701904,-0.774384,8.37898
0.215855,0.555039,-0.619888,8.88252
0.216145,0.360489,0.84877,7.98988
0.216436,0.135422,0.339508,7.65419
0.216727,-0.102997,-2.30026,6.47354
0.217018,-0.343323,-1.40762,4.9839
0.217309,-0.566483,0.169754,3.62396
0.2176,-0.747681,-1.00327,1.49155
0.217891,-0.864029,1.34468,-0.955582
0.218182,-0.905991,1.37711,-1.81007
0.218473,-0.879288,-0.970841,-4.29344
0.218764,-0.812531,-0.335693,-6.7997
0.219055,-0.747681,0.198364,-8.24738
0.219345,-0.722885,-1.51634,-8.19779
0.219636,-0.757218,1.37711,-9.42993
0.219927,-0.850678,1.30653,-10.5705
0.220218,-0.968933,-0.152588,-8.25119
0.220509,-1.06812,2.21443,-7.99179
0.2208,-1.10436,-0.871659,-4.29154
0.221091,-1.05095,-0.743866,-4.4651
0.221382,-0.904083,1.65176,-4.42314
0.221673,-0.682831,-0.383377,-0.577927
0.221964,-0.419617,0.761032,0.524521
0.222255,-0.150681,1.35613,3.72315
0.222545,0.0972748,-0.0514984,5.09453
0.222836,0.307083,-0.774384,5.22995
0.223127,0.471115,-0.972748,5.69916
0.223418,0.585556,-0.97847,6.63757
0.223709,0.640869,-1.4267,10.0002
0.224,0.629425,0.812531,10.7594
0.224291,0.535965,1.40381,9.40514
0.224582,0.354767,-0.343323,8.46291
0.224873,0.0991822,-1.56212,4.94766
0.225164,-0.202179,-1.0643,4.01497
0.225455,-0.507355,-1.19209,2.7504
0.225745,-0.761032,-0.759125,2.07901
0.226036,-0.925064,1.52588,-0.82016
0.226327,-0.972748,1.10054,-2.01416
0.226618,-0.917435,-0.652313,-4.18091
